Équipe,Mouvement,Joueur,Nationalité,Poste,Âge,Club (Prov/Dest),Lien Joueur
Montauban,Prolongations,Josua VICI,Fidji,Ailier,32 ans,NON JIFF,https://www.allrugby.com/joueurs/josua-vici-7774.html
Montauban,Prolongations,Paul VALLÉE,France,Ailier,24 ans,JIFF,https://www.allrugby.com/joueurs/paul-vallee-10081.html
Montauban,Prolongations,Baptiste MOUCHOUS,France,Arrière,27 ans,JIFF,https://www.allrugby.com/joueurs/baptiste-mouchous-5184.html
Narbonne,Arrivées,Facundo POMPONIO,Argentine,Pilier,34 ans,NON JIFF,https://www.allrugby.com/joueurs/facundo-pomponio-7335.html
Narbonne,Arrivées,Thomas VERNET,France,Pilier,31 ans,JIFF,https://www.allrugby.com/joueurs/thomas-vernet-3314.html
Narbonne,Arrivées,Abraham POLE,Nouvelle-Zélande,Pilier,28 ans,NON JIFF,https://www.allrugby.com/joueurs/abraham-pole-13457.html
Narbonne,Arrivées,Charlesty BERGUET,Belgique,Pilier,26 ans,JIFF,https://www.allrugby.com/joueurs/charlesty-berguet-7652.html
Narbonne,Arrivées,Baptiste COLLET,France,Pilier,25 ans,JIFF,https://www.allrugby.com/joueurs/baptiste-collet-10078.html
Narbonne,Arrivées,Thomas CRÉTU,France,Pilier,24 ans,JIFF,https://www.allrugby.com/joueurs/thomas-cretu-10176.html
Narbonne,Arrivées,Stefan BURUIANA,France,Talonneur,23 ans,JIFF,https://www.allrugby.com/joueurs/stefan-buruiana-17166.html
Narbonne,Arrivées,Clément BITZ,France,2ème ligne,31 ans,JIFF,https://www.allrugby.com/joueurs/clement-bitz-4392.html
Narbonne,Arrivées,Ruben SCHOEMAN,Afrique du sud,2ème ligne,30 ans,NON JIFF,https://www.allrugby.com/joueurs/ruben-schoeman-9137.html
Narbonne,Arrivées,Mattéo FAINTRENIE,France,2ème ligne,22 ans,ESPOIR,https://www.allrugby.com/joueurs/matteo-faintrenie-21184.html
Narbonne,Arrivées,Simon HUCHET,France,2ème ligne,22 ans,ESPOIR,https://www.allrugby.com/joueurs/simon-huchet-14766.html
Narbonne,Arrivées,Caleb TIMU,Nouvelle-Zélande,3ème ligne,32 ans,NON JIFF,https://www.allrugby.com/joueurs/caleb-timu-6142.html
Narbonne,Arrivées,Jeff GOUFAN,France,3ème ligne,27 ans,JIFF,https://www.allrugby.com/joueurs/jeff-goufan-7712.html
Narbonne,Arrivées,Chlayton FRANS,Nouvelle-Zélande,3ème ligne,24 ans,NON JIFF,https://www.allrugby.com/joueurs/chlayton-frans-16155.html
Narbonne,Arrivées,Imanol BISCAY,France,Mêlée,24 ans,JIFF,https://www.allrugby.com/joueurs/imanol-biscay-15782.html
Narbonne,Arrivées,Lubabalo DOBELA,Afrique du sud,Ouverture,28 ans,NON JIFF,https://www.allrugby.com/joueurs/lubabalo-dobela-20160.html
Narbonne,Arrivées,Solomon ALAIMALO,Nouvelle-Zélande,Centre,30 ans,NON JIFF,https://www.allrugby.com/joueurs/solomona-alaimalo-6708.html
Narbonne,Arrivées,Faletoi PENI,Samoa,Centre,26 ans,NON JIFF,https://www.allrugby.com/joueurs/faletoi-peni-18304.html
Narbonne,Arrivées,Hugo NAVIZET,France,Centre,24 ans,JIFF,https://www.allrugby.com/joueurs/hugo-navizet-11006.html
Narbonne,Arrivées,Axel BÉVIA,France,Ailier,24 ans,JIFF,https://www.allrugby.com/joueurs/axel-bevia-9670.html
Narbonne,Arrivées,Victor HANNOUN,France,Ailier,22 ans,JIFF,https://www.allrugby.com/joueurs/victor-hannoun-14460.html
Narbonne,Départs,Grégory FICHTEN,France,Pilier,35 ans,JIFF,https://www.allrugby.com/joueurs/gregory-fichten-1470.html
Narbonne,Départs,Chris TALAKAI,Australie,Pilier,32 ans,NON JIFF,https://www.allrugby.com/joueurs/chris-talakai-7613.html
Narbonne,Départs,Mohamed LOUKIA,France,Pilier,32 ans,JIFF,https://www.allrugby.com/joueurs/mohamed-loukia-3675.html
Narbonne,Départs,Théo CASTINEL,France,Pilier,32 ans,JIFF,https://www.allrugby.com/joueurs/theo-castinel-3330.html
Narbonne,Départs,Brad AMITUANAI,Australie,Pilier,27 ans,NON JIFF,https://www.allrugby.com/joueurs/bradley-amituanai-17327.html
Narbonne,Départs,Benito DELACRUZ,France,Pilier,22 ans,JIFF,https://www.allrugby.com/joueurs/benito-delacruz-11734.html
Narbonne,Départs,Yann DARMON,France,Pilier,21 ans,ESPOIR,https://www.allrugby.com/joueurs/yann-darmon-20667.html
Narbonne,Départs,Clément ESTÉRIOLA,France,Talonneur,35 ans,JIFF,https://www.allrugby.com/joueurs/clement-esteriola-1852.html
Narbonne,Départs,Leva FIFITA,Tonga,2ème ligne,36 ans,NON JIFF,https://www.allrugby.com/joueurs/halaleva-fifita-5387.html
Narbonne,Départs,Dennis VISSER,Afrique du sud,2ème ligne,33 ans,NON JIFF,https://www.allrugby.com/joueurs/dennis-visser-6297.html
Narbonne,Départs,Marius ANTONESCU,Roumanie,2ème ligne,33 ans,NON JIFF,https://www.allrugby.com/joueurs/marius-antonescu-2439.html
Narbonne,Départs,Lucas BACHELIER,France,3ème ligne,31 ans,JIFF,https://www.allrugby.com/joueurs/lucas-bachelier-3427.html
Narbonne,Départs,Nicolas MOUSTIES,France,3ème ligne,28 ans,JIFF,https://www.allrugby.com/joueurs/nicolas-mousties-7054.html
Narbonne,Départs,Thibault CLAUZADE,France,3ème ligne,28 ans,JIFF,https://www.allrugby.com/joueurs/thibault-clauzade-14170.html
Narbonne,Départs,Grégoire LABIT,France,3ème ligne,22 ans,JIFF,https://www.allrugby.com/joueurs/gregoire-labit-15213.html
Narbonne,Départs,Romain DELEMARLE,France,3ème ligne,22 ans,ESPOIR,https://www.allrugby.com/joueurs/romain-delemarle-14726.html
Narbonne,Départs,Mattéo ALONSO,France,3ème ligne,21 ans,ESPOIR,https://www.allrugby.com/joueurs/matteo-alonso-15725.html
Narbonne,Départs,Pierrick NOVA,France,Mêlée,32 ans,JIFF,https://www.allrugby.com/joueurs/pierrick-nova-3418.html
Narbonne,Départs,Joris PIALOT,France,Ouverture,23 ans,JIFF,https://www.allrugby.com/joueurs/joris-pialot-11320.html
Narbonne,Départs,Peter BETHAM,Samoa,Centre,37 ans,NON JIFF,https://www.allrugby.com/joueurs/peter-betham-4021.html
Narbonne,Départs,Pierre NUENO,France,Centre,30 ans,JIFF,https://www.allrugby.com/joueurs/pierre-nueno-5608.html
Narbonne,Départs,Branden HOLDER,Afrique du sud,Centre,29 ans,NON JIFF,https://www.allrugby.com/joueurs/branden-holder-5604.html
Narbonne,Départs,Axel MULLER,Argentine,Ailier,32 ans,NON JIFF,https://www.allrugby.com/joueurs/axel-muller-aranda-4532.html
Narbonne,Départs,Pierre-Hugo DUCOM,France,Ailier,31 ans,JIFF,https://www.allrugby.com/joueurs/pierre-hugo-ducom-8248.html
Narbonne,Départs,Sébastien GIORGIS,France,Ailier,31 ans,JIFF,https://www.allrugby.com/joueurs/sebastien-giorgis-3632.html
Narbonne,Départs,Étienne DUCOM,France,Ailier,29 ans,JIFF,https://www.allrugby.com/joueurs/etienne-ducom-8247.html
Narbonne,Départs,Iliavi Masori NASOVA,Fidji,Ailier,23 ans,NON JIFF,https://www.allrugby.com/joueurs/iliavi-masori-nasova-20605.html
Narbonne,Départs,Boris GOUTARD,France,Arrière,28 ans,JIFF,https://www.allrugby.com/joueurs/boris-goutard-8235.html
Narbonne,Prolongations,Jules VEYRIER,France,Talonneur,21 ans,ESPOIR,https://www.allrugby.com/joueurs/jules-veyrier-16348.html
Narbonne,Prolongations,Victor MOREAUX,France,2ème ligne,32 ans,JIFF,https://www.allrugby.com/joueurs/victor-moreaux-2376.html
Narbonne,Prolongations,Morgan MAGA,France,2ème ligne,24 ans,JIFF,https://www.allrugby.com/joueurs/morgan-maga-13805.html
Narbonne,Prolongations,Paul BELZONS,France,3ème ligne,31 ans,JIFF,https://www.allrugby.com/joueurs/paul-belzons-2186.html
Narbonne,Prolongations,Matéo LAVASELÉ,France,3ème ligne,22 ans,ESPOIR,https://www.allrugby.com/joueurs/mateo-lavasele-14496.html
Narbonne,Prolongations,Théo BÉVIA,France,Mêlée,19 ans,ESPOIR,https://www.allrugby.com/joueurs/theo-bevia-20502.html
Narbonne,Prolongations,Tom CHAUVET,France,Ouverture,25 ans,JIFF,https://www.allrugby.com/joueurs/tom-chauvet-8129.html
Narbonne,Prolongations,Théo GOMEZ,France,Centre,22 ans,JIFF,https://www.allrugby.com/joueurs/theo-gomez-13967.html
Narbonne,Prolongations,Aphiwe DYANTYI,Afrique du sud,Ailier,31 ans,NON JIFF,https://www.allrugby.com/joueurs/aphiwe-dyantyi-6138.html
Nice,Arrivées,Etienne FALGOUX,France,Pilier,33 ans,JIFF,https://www.allrugby.com/joueurs/etienne-falgoux-1969.html
Nice,Arrivées,Beau FARRANCE,Angleterre,Pilier,25 ans,JIFF,https://www.allrugby.com/joueurs/beau-farrance-8270.html
Nice,Arrivées,Clément MARTINEZ,France,Talonneur,30 ans,JIFF,https://www.allrugby.com/joueurs/clement-martinez-5465.html
Nice,Arrivées,Baptiste MORÉNO,France,Talonneur,23 ans,JIFF,https://www.allrugby.com/joueurs/baptiste-moreno-15447.html
Nice,Arrivées,Evan OLMSTEAD,Canada,2ème ligne,35 ans,NON JIFF,https://www.allrugby.com/joueurs/evan-olmstead-3931.html
Nice,Arrivées,Lucas BACHELIER,France,3ème ligne,31 ans,JIFF,https://www.allrugby.com/joueurs/lucas-bachelier-3427.html
Nice,Arrivées,Hanru SIRGEL,Afrique du sud,3ème ligne,28 ans,NON JIFF,https://www.allrugby.com/joueurs/hanru-sirgel-16738.html
Nice,Arrivées,Théo IDJELLIDAINE,France,Mêlée,25 ans,JIFF,https://www.allrugby.com/joueurs/theo-idjellidaine-8290.html
Nice,Arrivées,Francis SAILI,Nouvelle-Zélande,Centre,35 ans,NON JIFF,https://www.allrugby.com/joueurs/francis-saili-4037.html
Nice,Arrivées,Bautista EZCURRA,Argentine,Centre,31 ans,NON JIFF,https://www.allrugby.com/joueurs/bautista-ezcurra-6407.html
Nice,Arrivées,Pablo PATILLA,France,Centre,23 ans,ESPOIR,https://www.allrugby.com/joueurs/pablo-patilla-12160.html
Nice,Arrivées,Samuel BIELLE-BIARREY,France,Centre,21 ans,ESPOIR,https://www.allrugby.com/joueurs/samuel-bielle-biarrey-21786.html
Nice,Arrivées,Vincent RATTEZ,France,Ailier,34 ans,JIFF,https://www.allrugby.com/joueurs/vincent-rattez-1466.html
Nice,Arrivées,Julien FARNOUX,France,Arrière,33 ans,JIFF,https://www.allrugby.com/joueurs/julien-farnoux-2501.html
Nice,Arrivées,Boris GOUTARD,France,Arrière,28 ans,JIFF,https://www.allrugby.com/joueurs/boris-goutard-8235.html
Nice,Départs,Sione ANGA'AELANGI,Nouvelle-Zélande,Talonneur,37 ans,NON JIFF,https://www.allrugby.com/joueurs/sione-anga-aelangi-4762.html
Nice,Départs,Rayne BARKA,France,Talonneur,27 ans,JIFF,https://www.allrugby.com/joueurs/rayne-barka-6109.html
Nice,Départs,Tom MURDAY,Australie,2ème ligne,37 ans,NON JIFF,https://www.allrugby.com/joueurs/tom-murday-3575.html
Nice,Départs,Josh TYRELL,Samoa,2ème ligne,35 ans,NON JIFF,https://www.allrugby.com/joueurs/josh-tyrell-5822.html
Nice,Départs,Martin FREYTES,Argentine,3ème ligne,34 ans,NON JIFF,https://www.allrugby.com/joueurs/martin-freytes-6108.html
Nice,Départs,Jonah MAU'U,Australie,3ème ligne,27 ans,NON JIFF,https://www.allrugby.com/joueurs/jonah-mau-u-14956.html
Nice,Départs,Waisea NAYACALEVU,Fidji,Centre,36 ans,NON JIFF,https://www.allrugby.com/joueurs/waisea-nayacalevu-1120.html
Nice,Départs,Henry PURDY,Angleterre,Ailier,32 ans,NON JIFF,https://www.allrugby.com/joueurs/henry-purdy-3142.html
Nice,Départs,Arthur DUHAU,France,Ailier,28 ans,JIFF,https://www.allrugby.com/joueurs/arthur-duhau-5363.html
Nice,Départs,Alexis BOUTON,France,Ailier,21 ans,ESPOIR,https://www.allrugby.com/joueurs/alexis-bouton-18246.html
Nice,Départs,David ODIETE,Italie,Arrière,33 ans,NON JIFF,https://www.allrugby.com/joueurs/david-odiete-3298.html
Nice,Prolongations,Farai MUDARIKI,Zimbabwe,Pilier,31 ans,NON JIFF,https://www.allrugby.com/joueurs/farai-mudariki-5433.html
Nice,Prolongations,Léo CHAUVIN,France,Talonneur,22 ans,ESPOIR,https://www.allrugby.com/joueurs/leo-chauvin-14382.html
Nice,Prolongations,Thibaud REY,France,2ème ligne,34 ans,JIFF,https://www.allrugby.com/joueurs/thibaud-rey-1389.html
Nice,Prolongations,Joel KPOKU,Angleterre,2ème ligne,27 ans,NON JIFF,https://www.allrugby.com/joueurs/joel-kpoku-7138.html
Nice,Prolongations,Bastien BERENGUEL,France,3ème ligne,32 ans,JIFF,https://www.allrugby.com/joueurs/bastien-berenguel-4368.html
Nice,Prolongations,Enzo LABADIE,France,3ème ligne,25 ans,JIFF,https://www.allrugby.com/joueurs/enzo-labadie-13778.html
Nice,Prolongations,Hugo SARRASIN,France,3ème ligne,23 ans,ESPOIR,https://www.allrugby.com/joueurs/hugo-sarrasin-11162.html
Nice,Prolongations,Tyler MORGAN,Pays-de-Galles,Centre,30 ans,NON JIFF,https://www.allrugby.com/joueurs/tyler-morgan-3269.html
Nice,Prolongations,Baptiste LAFOND,France,Centre,28 ans,JIFF,https://www.allrugby.com/joueurs/baptiste-lafond-6009.html
Nice,Prolongations,Inoke NALAGA,Fidji,Ailier,26 ans,JIFF,https://www.allrugby.com/joueurs/inoke-kurukuruvakatini-11286.html
Nice,Prolongations,Clément EGIZIANO,France,Ailier,24 ans,JIFF,https://www.allrugby.com/joueurs/clement-egiziano-10730.html
Oyonnax,Arrivées,Yannick ARROYO,France,Pilier,27 ans,JIFF,https://www.allrugby.com/joueurs/yannick-arroyo-7739.html
Oyonnax,Arrivées,Feleti KAITU'U,Australie,Talonneur,31 ans,NON JIFF,https://www.allrugby.com/joueurs/feleti-kaitu-u-10428.html
Oyonnax,Arrivées,Koen BLOEMEN,Pays-Bas,2ème ligne,28 ans,JIFF,https://www.allrugby.com/joueurs/koen-bloemen-6973.html
Oyonnax,Arrivées,Thomas VINCENT,France,Ouverture,26 ans,JIFF,https://www.allrugby.com/joueurs/thomas-vincent-5905.html
Oyonnax,Arrivées,Thomas DARMON,France,Centre,28 ans,JIFF,https://www.allrugby.com/joueurs/thomas-darmon-5256.html
Oyonnax,Arrivées,Iñaki AYARZA,Chili,Centre,26 ans,JIFF,https://www.allrugby.com/joueurs/inaki-ayarza-8999.html
Oyonnax,Arrivées,Liam COOMBES-FABLING,Nouvelle-Zélande,Ailier,28 ans,NON JIFF,https://www.allrugby.com/joueurs/liam-coombes-fabling-13453.html
Oyonnax,Arrivées,Alex NEWSOME,Australie,Arrière,31 ans,NON JIFF,https://www.allrugby.com/joueurs/alex-newsome-6732.html
Oyonnax,Départs,Adrien BORDENAVE,France,Pilier,32 ans,JIFF,https://www.allrugby.com/joueurs/adrien-bordenave-3704.html
Oyonnax,Départs,Paulo TAFILI,France,Pilier,30 ans,JIFF,https://www.allrugby.com/joueurs/paulo-tafili-4766.html
Oyonnax,Départs,Christopher VAOTOA,France,Pilier,29 ans,JIFF,https://www.allrugby.com/joueurs/christopher-vaotoa-4693.html
Oyonnax,Départs,Adam LLINARES,France,Pilier,21 ans,ESPOIR,https://www.allrugby.com/joueurs/adam-llinares-17733.html
Oyonnax,Départs,Peniami Nasali NARISIA,Fidji,Talonneur,29 ans,JIFF,https://www.allrugby.com/joueurs/peniami-nasali-narisia-4088.html
Oyonnax,Départs,Robin COULY,France,Talonneur,22 ans,ESPOIR,https://www.allrugby.com/joueurs/robin-couly-16323.html
Oyonnax,Départs,Victor LEBAS,France,2ème ligne,33 ans,JIFF,https://www.allrugby.com/joueurs/victor-lebas-1304.html
Oyonnax,Départs,Manuel LEINDEKAR,Uruguay,2ème ligne,29 ans,JIFF,https://www.allrugby.com/joueurs/manuel-leindekar-5612.html
Oyonnax,Départs,Zack HOLMES,Australie,Ouverture,36 ans,NON JIFF,https://www.allrugby.com/joueurs/zack-holmes-3543.html
Oyonnax,Départs,Justin BOURAUX,France,Ouverture,24 ans,JIFF,https://www.allrugby.com/joueurs/justin-bouraux-12429.html
Oyonnax,Départs,Eddie SAWAILAU,Fidji,Centre,30 ans,JIFF,https://www.allrugby.com/joueurs/edward-sawailau-4750.html
Oyonnax,Départs,Maëlan RABUT,France,Centre,29 ans,JIFF,https://www.allrugby.com/joueurs/maelan-rabut-5539.html
Oyonnax,Départs,Darren SWEETNAM,Irlande,Arrière,33 ans,NON JIFF,https://www.allrugby.com/joueurs/darren-sweetnam-4040.html
Oyonnax,Départs,Martin BOGADO,Argentine,Arrière,28 ans,NON JIFF,https://www.allrugby.com/joueurs/martin-bogado-14608.html
Oyonnax,Prolongations,Antoine ABRAHAM,France,Pilier,31 ans,JIFF,https://www.allrugby.com/joueurs/antoine-abraham-2826.html
Oyonnax,Prolongations,Mayco VIVAS,Argentine,Pilier,28 ans,NON JIFF,https://www.allrugby.com/joueurs/mayco-vivas-7502.html
Oyonnax,Prolongations,Mohamed MEGHERBI,France,Pilier,21 ans,ESPOIR,https://www.allrugby.com/joueurs/mohamed-megherbi-18717.html
Oyonnax,Prolongations,Sacha LONCHAMPT,France,Talonneur,20 ans,ESPOIR,https://www.allrugby.com/joueurs/sacha-lonchampt-17550.html
Oyonnax,Prolongations,Phoenix BATTYE,Australie,2ème ligne,35 ans,NON JIFF,https://www.allrugby.com/joueurs/phoenix-battye-2380.html
Oyonnax,Prolongations,Antonin CORSO,France,2ème ligne,22 ans,ESPOIR,https://www.allrugby.com/joueurs/antonin-corso-14696.html
Oyonnax,Prolongations,Uzair CASSIEM,Afrique du sud,3ème ligne,36 ans,NON JIFF,https://www.allrugby.com/joueurs/uzair-cassiem-5104.html
Oyonnax,Prolongations,Wandrille PICAULT,France,3ème ligne,31 ans,JIFF,https://www.allrugby.com/joueurs/wandrille-picault-5129.html
Oyonnax,Prolongations,Pierre-Samuel PACHECO,France,3ème ligne,26 ans,JIFF,https://www.allrugby.com/joueurs/pierre-pacheco-6586.html
Oyonnax,Prolongations,Cyriac GUILLY,France,3ème ligne,23 ans,JIFF,https://www.allrugby.com/joueurs/cyriac-guilly-11218.html
Oyonnax,Prolongations,Vasil LOBZHANIDZE,Géorgie,Mêlée,29 ans,JIFF,https://www.allrugby.com/joueurs/vasil-lobzhanidze-3734.html
Oyonnax,Prolongations,François JOLY,France,Centre,24 ans,JIFF,https://www.allrugby.com/joueurs/francois-joly-21132.html
Oyonnax,Prolongations,Louis MORLAND,France,Centre,22 ans,JIFF,https://www.allrugby.com/joueurs/louis-morland-14215.html
Oyonnax,Prolongations,Gavin STARK,Nouvelle-Zélande,Ailier,30 ans,NON JIFF,https://www.allrugby.com/joueurs/gavin-stark-7954.html
Oyonnax,Prolongations,Karim QADIRI,France,Ailier,30 ans,JIFF,https://www.allrugby.com/joueurs/karim-qadiri-3457.html
Oyonnax,Prolongations,Enzo REYBIER,France,Ailier,24 ans,JIFF,https://www.allrugby.com/joueurs/enzo-reybier-10408.html
Oyonnax,Prolongations,Sacha COURTHALIAC,France,Ailier,22 ans,ESPOIR,https://www.allrugby.com/joueurs/sacha-courthaliac-14319.html
Nevers,Arrivées,Yan ARNOLD,France,Pilier,25 ans,JIFF,https://www.allrugby.com/joueurs/yan-arnold-13924.html
Nevers,Arrivées,Henzo KITEAU,France,Pilier,24 ans,JIFF,https://www.allrugby.com/joueurs/henzo-kiteau-10753.html
Nevers,Arrivées,Ahmed KANE,Suisse,2ème ligne,25 ans,JIFF,https://www.allrugby.com/joueurs/ahmed-kane-11259.html
Nevers,Arrivées,Victor TEMPLIER,France,2ème ligne,23 ans,JIFF,https://www.allrugby.com/joueurs/victor-templier-14262.html
Nevers,Arrivées,Arno BOTHA,Afrique du sud,3ème ligne,34 ans,NON JIFF,https://www.allrugby.com/joueurs/arno-botha-6204.html
Nevers,Arrivées,Guillem CALMON,France,3ème ligne,26 ans,JIFF,https://www.allrugby.com/joueurs/guillem-calmon-9959.html
Nevers,Arrivées,Anselme CELLIER,France,Ouverture,25 ans,JIFF,https://www.allrugby.com/joueurs/anselme-cellier-20700.html
Nevers,Arrivées,Raphaël SANCHEZ,France,Centre,27 ans,JIFF,https://www.allrugby.com/joueurs/raphael-sanchez-10483.html
Nevers,Départs,Ilya KAIKATSISHVILI,Géorgie,Pilier,33 ans,NON JIFF,https://www.allrugby.com/joueurs/ilya-kaikatsishvili-5223.html
Nevers,Départs,Keynan KNOX,Afrique du sud,Pilier,27 ans,NON JIFF,https://www.allrugby.com/joueurs/keynan-knox-8987.html
Nevers,Départs,Aselo IKAHEHEGI,France,Pilier,26 ans,JIFF,https://www.allrugby.com/joueurs/aselo-ikahehegi-9273.html
Nevers,Départs,Lasha PKHAKADZE,Géorgie,Pilier,22 ans,JIFF,https://www.allrugby.com/joueurs/lasha-pkhakadze-15173.html
Nevers,Départs,Davit MTCHEDLIDZE,Géorgie,Pilier,21 ans,ESPOIR,https://www.allrugby.com/joueurs/davit-mchedlidze-14217.html
Nevers,Départs,Zak FARRANCE,Angleterre,2ème ligne,30 ans,JIFF,https://www.allrugby.com/joueurs/zack-farrance-5492.html
Nevers,Départs,Chris GABRIEL,Nouvelle-Zélande,2ème ligne,26 ans,NON JIFF,https://www.allrugby.com/joueurs/chris-gabriel-15046.html
Nevers,Départs,Steven DAVID,France,3ème ligne,31 ans,JIFF,https://www.allrugby.com/joueurs/steven-david-5536.html
Nevers,Départs,Kévin NOAH,France,3ème ligne,24 ans,JIFF,https://www.allrugby.com/joueurs/kevin-noah-6072.html
Nevers,Départs,Hugo BOUYSSOU,France,Mêlée,30 ans,JIFF,https://www.allrugby.com/joueurs/hugo-bouyssou-4345.html
Nevers,Départs,Yohan LE BOURHIS,France,Ouverture,32 ans,JIFF,https://www.allrugby.com/joueurs/yohan-le-bourhis-2828.html
Nevers,Départs,Léonard PARIS,France,Centre,30 ans,JIFF,https://www.allrugby.com/joueurs/leonard-paris-5393.html
Nevers,Départs,Atu MANU,Tonga,Centre,27 ans,JIFF,https://www.allrugby.com/joueurs/atu-manu-6070.html
Nevers,Départs,Mathys BELAUBRE,France,Centre,21 ans,ESPOIR,https://www.allrugby.com/joueurs/mathys-belaubre-15383.html
Nevers,Prolongations,Kamaliele TUFELE,France,Pilier,30 ans,JIFF,https://www.allrugby.com/joueurs/kamaliele-tufele-4752.html
Nevers,Prolongations,Aitor KITUTU,France,Pilier,28 ans,JIFF,https://www.allrugby.com/joueurs/aitor-kitutu-6051.html
Nevers,Prolongations,Luka UNGIADZE,Géorgie,Pilier,22 ans,ESPOIR,https://www.allrugby.com/joueurs/luka-ungiadze-15266.html
Nevers,Prolongations,Jean-Maxence JULES-ROSETTE,France,Talonneur,22 ans,ESPOIR,https://www.allrugby.com/joueurs/jean-maxence-jules-rosette-11166.html
Nevers,Prolongations,Charlie FRANCOZ,France,2ème ligne,28 ans,JIFF,https://www.allrugby.com/joueurs/charlie-francoz-5124.html
Nevers,Prolongations,Ted CONDON,Australie,2ème ligne,23 ans,ESPOIR,https://www.allrugby.com/joueurs/ted-condon-16809.html
Nevers,Prolongations,Jason FRASER,Afrique du sud,3ème ligne,35 ans,NON JIFF,https://www.allrugby.com/joueurs/jason-fraser-5231.html
Nevers,Prolongations,Hugues BASTIDE,France,3ème ligne,34 ans,JIFF,https://www.allrugby.com/joueurs/hugues-bastide-5508.html
Nevers,Prolongations,Phillip KLEYNHANS,Afrique du sud,3ème ligne,23 ans,JIFF,https://www.allrugby.com/joueurs/phillip-kleynhans-12290.html
Nevers,Prolongations,Manaïa LAPE,France,3ème ligne,19 ans,ESPOIR,https://www.allrugby.com/joueurs/manaia-lape-22092.html
Nevers,Prolongations,Guillaume MANEVY,France,Mêlée,29 ans,JIFF,https://www.allrugby.com/joueurs/guillaume-manevy-6996.html
