Équipe,Mouvement,Joueur,Nationalité,Poste,Âge,Club (Prov/Dest),Lien Joueur
Rennes,Départs,Quentin LALARME,France,Ouverture,29 ans,Union Barbezieux Jonzac,https://www.allrugby.com/joueurs/quentin-lalarme-3618.html
Rennes,Départs,Alexis FRANÇOIS,France,Centre,31 ans,Retraite,https://www.allrugby.com/joueurs/aelxis-francois-4567.html
Rennes,Départs,Ryan DUBOIS,France,Centre,29 ans,Retraite,https://www.allrugby.com/joueurs/ryan-dubois-4372.html
Rennes,Départs,Clément CAVALIÈRE,France,Ailier,27 ans,Mont-de-Marsan,https://www.allrugby.com/joueurs/clement-cavaliere-11292.html
Rennes,Départs,Arthur LEROUX,France,Centre,20 ans,Béziers,https://www.allrugby.com/joueurs/arthur-leroux-22698.html
Rennes,Prolongations,Cohen KIEWIT,Afrique du sud,Pilier,27 ans,N/A,https://www.allrugby.com/joueurs/cohen-kiewit-21794.html
Rennes,Prolongations,Tilike TUUGAHALA,France,Talonneur,28 ans,N/A,https://www.allrugby.com/joueurs/patrick-tuugahala-6056.html
Rennes,Prolongations,Gabriel QUESMEL,France,3ème ligne,31 ans,N/A,https://www.allrugby.com/joueurs/gabriel-quesmel-4503.html
Rennes,Prolongations,Lassana CAMARA,France,3ème ligne,21 ans,N/A,https://www.allrugby.com/joueurs/lassana-camara-20946.html
Rennes,Prolongations,Hypolite CORNU,France,Centre,25 ans,N/A,https://www.allrugby.com/joueurs/hypolite-cornu-13743.html
Rennes,Prolongations,Quentin LEBRUN,France,Centre,21 ans,N/A,https://www.allrugby.com/joueurs/quentin-lebrun-21078.html
Rennes,Prolongations,Edwin VÉRITÉ,France,Ailier,24 ans,N/A,https://www.allrugby.com/joueurs/edwin-verite-9685.html
Rennes,Prolongations,Louis HILLMAN-COOPER,Angleterre,Ailier,24 ans,N/A,https://www.allrugby.com/joueurs/louis-hillman-cooper-11799.html
Rouen,Arrivées,Gheorghe GAJION,Moldavie,Pilier,33 ans,Mont-de-Marsan,https://www.allrugby.com/joueurs/gheorghe-gajion-3102.html
Rouen,Arrivées,Sive MAZOSIWE,Afrique du sud,Pilier,29 ans,Marcq-en-Baroeul,https://www.allrugby.com/joueurs/sive-mazosiwe-15069.html
Rouen,Arrivées,Florian BOUGEROL,France,Pilier,28 ans,Niort,https://www.allrugby.com/joueurs/florian-bougerol-8879.html
Rouen,Arrivées,Arnaud FELTRIN,France,Talonneur,30 ans,Niort,https://www.allrugby.com/joueurs/arnaud-feltrin-4444.html
Rouen,Arrivées,Corentin CHABEAUDIE,France,Talonneur,29 ans,Niort,https://www.allrugby.com/joueurs/corentin-chabeaudie-5164.html
Rouen,Arrivées,Paul BELTRAN,France,2ème ligne,25 ans,Albi,https://www.allrugby.com/joueurs/paul-beltran-12323.html
Rouen,Arrivées,Max LESTRO,Fidji,3ème ligne,24 ans,Hokkaido Barbarians (JAP),https://www.allrugby.com/joueurs/max-lestro-12184.html
Rouen,Arrivées,Léo SALVAN,France,Mêlée,23 ans,Aurillac,https://www.allrugby.com/joueurs/leo-salvan-10669.html
Rouen,Arrivées,Tanguy LACOSTE,France,Ouverture,23 ans,Suresnes,https://www.allrugby.com/joueurs/tanguy-lacoste-10866.html
Rouen,Arrivées,Ellande MANCHOT,France,Ouverture,19 ans,Tarbes,https://www.allrugby.com/joueurs/ellande-manchot-21055.html
Rouen,Arrivées,Logan TABET,France,Centre,24 ans,Biella (ITA),https://www.allrugby.com/joueurs/logan-tabet-8042.html
Rouen,Arrivées,Kévin FABIEN,Haïti,Centre,23 ans,Brive,https://www.allrugby.com/joueurs/kevin-fabien-13830.html
Rouen,Arrivées,Wesley DOUGLAS,Angleterre,Ailier,29 ans,Niort,https://www.allrugby.com/joueurs/wesley-douglas-4753.html
Rouen,Arrivées,Florent MASSIP,France,Arrière,32 ans,Bourg-en-Bresse,https://www.allrugby.com/joueurs/florent-massip-6028.html
Rouen,Arrivées,Jules MARGARIT,France,Arrière,25 ans,Bourg-en-Bresse,https://www.allrugby.com/joueurs/jules-margarit-11967.html
Rouen,Arrivées,Mathis CLAVIER,France,Pilier,20 ans,La Rochelle,https://www.allrugby.com/joueurs/mathis-clavier-18552.html
Rouen,Arrivées,Morgan MIGNOT,France,Talonneur,21 ans,Bordeaux,https://www.allrugby.com/joueurs/morgan-mignot-18400.html
Rouen,Arrivées,Jassem SAGHRI,France,3ème ligne,22 ans,Racing 92,https://www.allrugby.com/joueurs/jassem-saghri-14179.html
Rouen,Arrivées,Axel JOLET,France,Ouverture,21 ans,Racing 92,https://www.allrugby.com/joueurs/axel-jolet-15214.html
Rouen,Arrivées,Mahmoud SALAMA SALAH,France,Centre,22 ans,Drancy Saint-Denis,https://www.allrugby.com/joueurs/mahmoud-salama-salah-22772.html
Rouen,Arrivées,Elvis CLOSE,Belgique,Ailier,19 ans,Racing 92,https://www.allrugby.com/joueurs/elvis-close-22847.html
Rouen,Départs,Diego ARBELO,Uruguay,Pilier,31 ans,N/A,https://www.allrugby.com/joueurs/diego-arbelo-8973.html
Rouen,Départs,Nicolas LEMAIRE,France,Pilier,30 ans,Tricastin,https://www.allrugby.com/joueurs/nicolas-lemaire-5246.html
Rouen,Départs,Sidi-Mohammed DIALLO,France,Pilier,22 ans,Montauban,https://www.allrugby.com/joueurs/sidi-mohammed-diallo-9799.html
Rouen,Départs,Jorel PETER-KAMGA,France,Pilier,21 ans,Suresnes,https://www.allrugby.com/joueurs/jorel-peter-kamga-20971.html
Rouen,Départs,Noam PION,France,Pilier,21 ans,Aix,https://www.allrugby.com/joueurs/noam-pion-20333.html
Rouen,Départs,Germán KESSLER,Uruguay,Talonneur,32 ans,N/A,https://www.allrugby.com/joueurs/german-kessler-3839.html
Rouen,Départs,Mathieu BONNOT,France,Talonneur,31 ans,Soyaux-Angoulême,https://www.allrugby.com/joueurs/mathieu-bonnot-2484.html
Rouen,Départs,Lucas POISSON,France,Talonneur,24 ans,Massy,https://www.allrugby.com/joueurs/lucas-poisson-14508.html
Rouen,Départs,Will WITTY,Angleterre,2ème ligne,31 ans,N/A,https://www.allrugby.com/joueurs/will-witty-3251.html
Rouen,Départs,Abdelkarim FOFANA,France,3ème ligne,30 ans,Suresnes,https://www.allrugby.com/joueurs/abdelkarim-fofana-3586.html
Rouen,Départs,Julien RUAUD,France,3ème ligne,28 ans,Genève (SUI),https://www.allrugby.com/joueurs/julien-ruaud-5028.html
Rouen,Départs,Willy N'DIAYE,France,3ème ligne,28 ans,Suresnes,https://www.allrugby.com/joueurs/willy-n-diaye-7089.html
Rouen,Départs,Lucas COSTA,France,3ème ligne,24 ans,Soyaux-Angoulême,https://www.allrugby.com/joueurs/lucas-costa-12041.html
Rouen,Départs,Florent CAMPEGGIA,France,Mêlée,31 ans,Mâcon,https://www.allrugby.com/joueurs/florent-campeggia-4749.html
Rouen,Départs,Ilan EL KHATTABI,France,Mêlée,27 ans,N/A,https://www.allrugby.com/joueurs/ilan-el-khattabi-8200.html
Rouen,Départs,Maxime JAVAUX,France,Ouverture,32 ans,Marcq-en-Baroeul,https://www.allrugby.com/joueurs/maxime-javaux-3645.html
Rouen,Départs,Benjamin PÉHAU,France,Ouverture,29 ans,N/A,https://www.allrugby.com/joueurs/benjamin-pehau-7069.html
Rouen,Départs,Nicolas NIETO,France,Centre,31 ans,N/A,https://www.allrugby.com/joueurs/nicolas-nieto-9378.html
Rouen,Départs,Apisalome VOTA,Fidji,Centre,29 ans,N/A,https://www.allrugby.com/joueurs/apisalome-vota-13096.html
Rouen,Départs,Théo DACHARY,France,Centre,29 ans,Mont-de-Marsan,https://www.allrugby.com/joueurs/theo-dachary-3703.html
Rouen,Départs,Benito MASILEVU,Fidji,Ailier,36 ans,Retraite,https://www.allrugby.com/joueurs/benito-masilevu-2335.html
Rouen,Départs,Benjamin DESCAMPS,France,Ailier,24 ans,Chambéry,https://www.allrugby.com/joueurs/benjamin-descamps-10387.html
Rouen,Départs,Benjamin DEBETZ,France,Arrière,25 ans,Vienne,https://www.allrugby.com/joueurs/benjamin-debetz-8240.html
Rouen,Départs,Aloïs CHAYLA,France,Arrière,24 ans,Suresnes,https://www.allrugby.com/joueurs/alois-chayla-14309.html
Rouen,Départs,Nikoloz TORADZE,Géorgie,Pilier,19 ans,Racing 92,https://www.allrugby.com/joueurs/nikoloz-toradze-22582.html
Rouen,Départs,Mikheil KHAKHUBIA,Géorgie,Talonneur,21 ans,N/A,https://www.allrugby.com/joueurs/mikheil-khakhubia-17762.html
Rouen,Départs,Zsombor KADE,Hongrie,2ème ligne,22 ans,Suresnes,https://www.allrugby.com/joueurs/zsombor-kade-17973.html
Rouen,Départs,Boudewijn VAN OPPENS,Pays-Bas,2ème ligne,18 ans,Vannes,https://www.allrugby.com/joueurs/boudewijn-van-oppens-21266.html
Rouen,Départs,Guillem FERNÁNDEZ GRAU,Belgique,Ouverture,21 ans,Suresnes,https://www.allrugby.com/joueurs/guillem-fernandez-grau-21305.html
Rouen,Départs,Zalán KADE,Hongrie,Centre,20 ans,Montauban,https://www.allrugby.com/joueurs/kade-zalan-16300.html
Rouen,Prolongations,Pierce PHILLIPS,Angleterre,2ème ligne,33 ans,2028,https://www.allrugby.com/joueurs/pierce-phillips-5788.html
Rouen,Prolongations,Corentin VERNET,France,2ème ligne,29 ans,2028,https://www.allrugby.com/joueurs/corentin-vernet-5377.html
Rouen,Prolongations,Jean LELEU,France,2ème ligne,26 ans,2028,https://www.allrugby.com/joueurs/jean-leleu-9729.html
Rouen,Prolongations,Octave LELEU,France,2ème ligne,23 ans,2028,https://www.allrugby.com/joueurs/octave-leleu-14786.html
Rouen,Prolongations,Tienie BURGER,Afrique du sud,3ème ligne,32 ans,2028,https://www.allrugby.com/joueurs/tienie-burger-6325.html
Rouen,Prolongations,Jérémie MUKANDA,France,3ème ligne,21 ans,2028,https://www.allrugby.com/joueurs/jeremie-mukanda-18628.html
Rouen,Prolongations,Soïg MINGANT,France,3ème ligne,21 ans,2028,https://www.allrugby.com/joueurs/soig-mingant-18805.html
Rouen,Prolongations,Killian LAISNÉ,France,3ème ligne,20 ans,2028,https://www.allrugby.com/joueurs/killian-laisne-21515.html
Rouen,Prolongations,Raphaël CANDELLARO,France,Mêlée,22 ans,2028,https://www.allrugby.com/joueurs/raphael-candellaro-14182.html
Rouen,Prolongations,Gauthier LELONG,France,Centre,22 ans,2028,https://www.allrugby.com/joueurs/gauthier-lelong-18629.html
Rouen,Prolongations,Marius LELEU,France,Centre,21 ans,2028,https://www.allrugby.com/joueurs/marius-leleu-20313.html
Rouen,Prolongations,Kévin BLY,France,Ailier,30 ans,2028,https://www.allrugby.com/joueurs/kevin-bly-5321.html
Rouen,Prolongations,Milo FAUDEMER,France,Ailier,22 ans,2028,https://www.allrugby.com/joueurs/milo-faudemer-20331.html
Rouen,Prolongations,Marius BUNEL,France,Ailier,20 ans,2028,https://www.allrugby.com/joueurs/marius-bunel-21516.html
Suresnes,Arrivées,Gela MURUSIDZE,Géorgie,Pilier,26 ans,Chambéry,https://www.allrugby.com/joueurs/gela-murusidze-8131.html
Suresnes,Arrivées,Mathis ROUME,France,Pilier,24 ans,Niort,https://www.allrugby.com/joueurs/mathis-roume-11944.html
Suresnes,Arrivées,Alovisio KOLIVAÏ,France,Pilier,22 ans,Vannes,https://www.allrugby.com/joueurs/alovisio-kolivai-17150.html
Suresnes,Arrivées,Jorel PETER-KAMGA,France,Pilier,21 ans,Rouen,https://www.allrugby.com/joueurs/jorel-peter-kamga-20971.html
Suresnes,Arrivées,Yanis GIMENEZ,France,Talonneur,26 ans,Niort,https://www.allrugby.com/joueurs/yanis-gimenez-11632.html
Suresnes,Arrivées,Fabien WITZ,France,2ème ligne,26 ans,Chambéry,https://www.allrugby.com/joueurs/fabien-witz-6955.html
Suresnes,Arrivées,Abdelkarim FOFANA,France,3ème ligne,30 ans,Rouen,https://www.allrugby.com/joueurs/abdelkarim-fofana-3586.html
Suresnes,Arrivées,Willy N'DIAYE,France,3ème ligne,28 ans,Rouen,https://www.allrugby.com/joueurs/willy-n-diaye-7089.html
Suresnes,Arrivées,Jérémie BRASSEUR,France,3ème ligne,26 ans,Orléans,https://www.allrugby.com/joueurs/jeremie-brasseur-13747.html
Suresnes,Arrivées,Waël MAY,France,3ème ligne,26 ans,Bourg-en-Bresse,https://www.allrugby.com/joueurs/wael-may-8433.html
Suresnes,Arrivées,Youssouf YATERA,France,3ème ligne,24 ans,Niort,https://www.allrugby.com/joueurs/youssouf-yatera-15053.html
Suresnes,Arrivées,Bilal SALHI,France,3ème ligne,21 ans,Tarbes,https://www.allrugby.com/joueurs/bilal-salhi-18175.html
Suresnes,Arrivées,Simon BENOIST,France,Mêlée,24 ans,Mâcon,https://www.allrugby.com/joueurs/simon-benoist-11593.html
Suresnes,Arrivées,Joseph EXSHAW,France,Ouverture,23 ans,Chambéry,https://www.allrugby.com/joueurs/joseph-exshaw-13304.html
Suresnes,Arrivées,Lohan SABBIA,France,Ouverture,22 ans,Toulon,https://www.allrugby.com/joueurs/lohan-sabbia-18002.html
Suresnes,Arrivées,Joshua POTDEVIN,France,Centre,23 ans,Aubenas,https://www.allrugby.com/joueurs/joshua-potdevin-13960.html
Suresnes,Arrivées,Nicola BOZZO,Italie,Centre,21 ans,Albi,https://www.allrugby.com/joueurs/nicola-bozzo-14818.html
Suresnes,Arrivées,Julian ROUX,France,Ailier,21 ans,Tarbes,https://www.allrugby.com/joueurs/julian-roux-21079.html
Suresnes,Arrivées,Aloïs CHAYLA,France,Arrière,24 ans,Rouen,https://www.allrugby.com/joueurs/alois-chayla-14309.html
Suresnes,Arrivées,Max AURIAC,France,Arrière,23 ans,Colomiers,https://www.allrugby.com/joueurs/max-auriac-12988.html
Suresnes,Arrivées,Zsombor KADE,Hongrie,2ème ligne,22 ans,Rouen,https://www.allrugby.com/joueurs/zsombor-kade-17973.html
Suresnes,Arrivées,Ollie MCCREA,Australie,2ème ligne,21 ans,Prêté par Paris,https://www.allrugby.com/joueurs/ollie-mccrea-15609.html
Suresnes,Arrivées,Méric CHIFFRIN,France,3ème ligne,20 ans,Paris,https://www.allrugby.com/joueurs/meric-chiffrin-18372.html
Suresnes,Arrivées,Guillem FERNÁNDEZ GRAU,Belgique,Ouverture,21 ans,Rouen,https://www.allrugby.com/joueurs/guillem-fernandez-grau-21305.html
Suresnes,Arrivées,Finn NEWTON,Angleterre,Ouverture,20 ans,Prêté par Toulon,https://www.allrugby.com/joueurs/finn-newton-17958.html
Suresnes,Arrivées,Florian REMUE,Belgique,Ailier,23 ans,Valence d'Agen,https://www.allrugby.com/joueurs/florian-remue-14877.html
Suresnes,Arrivées,Lucas MARQUET,France,Ailier,20 ans,Clermont,https://www.allrugby.com/joueurs/lucas-marquet-21746.html
Suresnes,Départs,Élias COULIBALY,France,Pilier,25 ans,Soyaux-Angoulême,https://www.allrugby.com/joueurs/elias-coulibaly-12191.html
Suresnes,Départs,Nail AUDOIRE,France,Pilier,25 ans,Agen,https://www.allrugby.com/joueurs/nail-audoire-12280.html
Suresnes,Départs,Thibaud SEBIRE,France,Pilier,25 ans,N/A,https://www.allrugby.com/joueurs/thibaud-sebire-15036.html
Suresnes,Départs,Maxime CALLIET,France,Pilier,23 ans,N/A,https://www.allrugby.com/joueurs/maxime-calliet-13683.html
Suresnes,Départs,Efe YESILYURT,France,Pilier,22 ans,Stade Métropolitain,https://www.allrugby.com/joueurs/efe-yesilyurt-21493.html
Suresnes,Départs,Arthur CASTANT,France,Talonneur,27 ans,Retraite,https://www.allrugby.com/joueurs/arthur-castant-5264.html
Suresnes,Départs,Ismaël MARTIN,France,Talonneur,26 ans,Langon,https://www.allrugby.com/joueurs/ismael-martin-9070.html
Suresnes,Départs,Nikita BEKOV,France,2ème ligne,30 ans,Tyrosse,https://www.allrugby.com/joueurs/nikita-bekov-6224.html
Suresnes,Départs,Marvin WOKI,France,2ème ligne,29 ans,Périgueux,https://www.allrugby.com/joueurs/marvin-woki-4369.html
Suresnes,Départs,Sacha YAHI,France,2ème ligne,26 ans,N/A,https://www.allrugby.com/joueurs/sacha-yahi-8255.html
Suresnes,Départs,Damien BOZIC,France,2ème ligne,23 ans,Agen,https://www.allrugby.com/joueurs/damien-bozic-15052.html
Suresnes,Départs,Simon VEYRAC,France,3ème ligne,28 ans,N/A,https://www.allrugby.com/joueurs/simon-veyrac-8545.html
Suresnes,Départs,Jean-Baptiste LACHAISE,France,3ème ligne,25 ans,Albi,https://www.allrugby.com/joueurs/jean-baptiste-lachaise-7940.html
Suresnes,Départs,Corentin ROUGIER,France,3ème ligne,22 ans,Vichy,https://www.allrugby.com/joueurs/corentin-rougier-15379.html
Suresnes,Départs,Enzo MOREAU,France,3ème ligne,22 ans,Albi,https://www.allrugby.com/joueurs/enzo-moreau-21039.html
Suresnes,Départs,Noureddine AGSIB,France,3ème ligne,22 ans,N/A,https://www.allrugby.com/joueurs/noureddine-agsib-17839.html
Suresnes,Départs,Théo BACHIRI,France,Mêlée,23 ans,Bourg-en-Bresse,https://www.allrugby.com/joueurs/theo-bachiri-15055.html
Suresnes,Départs,Jean CHEZEAU,France,Ouverture,25 ans,N/A,https://www.allrugby.com/joueurs/jean-chezeau-8225.html
Suresnes,Départs,Harry GLYNN,Angleterre,Ouverture,24 ans,Rennes,https://www.allrugby.com/joueurs/harry-glynn-9750.html
Suresnes,Départs,Tanguy LACOSTE,France,Ouverture,23 ans,Rouen,https://www.allrugby.com/joueurs/tanguy-lacoste-10866.html
Suresnes,Départs,Mathéo BESIN,France,Ouverture,22 ans,N/A,https://www.allrugby.com/joueurs/matheo-besin-21815.html
Suresnes,Départs,Gauthier WOLF,France,Centre,24 ans,N/A,https://www.allrugby.com/joueurs/gauthier-wolf-12130.html
Suresnes,Départs,Hugo NAVIZET,France,Centre,24 ans,Narbonne,https://www.allrugby.com/joueurs/hugo-navizet-11006.html
Suresnes,Départs,Yohan FOURNIER,France,Ailier,28 ans,Aubenas,https://www.allrugby.com/joueurs/yohan-fournier-10054.html
Suresnes,Départs,Baptiste CHALMANDRIER,France,Ailier,23 ans,N/A,https://www.allrugby.com/joueurs/baptiste-chalmandrier-21495.html
Suresnes,Départs,Thomas BAUDY,France,Arrière,28 ans,N/A,https://www.allrugby.com/joueurs/thomas-baudy-9920.html
Suresnes,Départs,Antonin CHEVALLIER,France,Arrière,23 ans,N/A,https://www.allrugby.com/joueurs/antonin-chevallier-21496.html
Suresnes,Départs,Simon CAILLAUD,France,2ème ligne,20 ans,Tours,https://www.allrugby.com/joueurs/simon-caillaud-23257.html
Suresnes,Prolongations,Guiterembi VICKOS,France,Pilier,34 ans,2027,https://www.allrugby.com/joueurs/guiterembi-vickos-10983.html
Suresnes,Prolongations,Oumar MANÉ,France,Pilier,22 ans,2028,https://www.allrugby.com/joueurs/oumar-mane-21492.html
Suresnes,Prolongations,Yanis TRABELSI,France,Pilier,22 ans,2028,https://www.allrugby.com/joueurs/yanis-trabelsi-13834.html
Suresnes,Prolongations,Antoine MARTY-RYBAK,France,Talonneur,25 ans,2027,https://www.allrugby.com/joueurs/antoine-marty-rybak-10723.html
Suresnes,Prolongations,Lilian DJOMBOUÉ,France,Talonneur,24 ans,2027 + 1 an en option,https://www.allrugby.com/joueurs/lilian-djomboue-12262.html
Suresnes,Prolongations,Maximilien HENDRICKX,Belgique,2ème ligne,29 ans,2028,https://www.allrugby.com/joueurs/maximilien-hendrickx-9351.html
Suresnes,Prolongations,Wian VOSLOO,Afrique du sud,3ème ligne,31 ans,2027,https://www.allrugby.com/joueurs/wian-vosloo-6806.html
Suresnes,Prolongations,Florian DESBORDES,France,3ème ligne,30 ans,2027,https://www.allrugby.com/joueurs/florian-desbordes-5560.html
Suresnes,Prolongations,Raphaël TERRASSIN,France,3ème ligne,22 ans,2027,https://www.allrugby.com/joueurs/raphael-terrassin-21494.html
Suresnes,Prolongations,Maxime VACQUIER,France,Centre,23 ans,2027,https://www.allrugby.com/joueurs/maxime-vacquier-16405.html
Suresnes,Prolongations,Bryan ARNAUD,France,Centre,21 ans,2027,https://www.allrugby.com/joueurs/bryan-arnaud-20838.html
Suresnes,Prolongations,Faraj FARTASS,France,Ailier,29 ans,2028,https://www.allrugby.com/joueurs/faraj-fartass-4447.html
Suresnes,Prolongations,Alexis CLÉMENT,France,Ailier,26 ans,2027,https://www.allrugby.com/joueurs/alexis-clement-11369.html
Suresnes,Prolongations,Irakli USUBIANI,Géorgie,Talonneur,21 ans,2028,https://www.allrugby.com/joueurs/irakli-usubyan-18494.html
Vienne,Arrivées,Mosa'ati MOALA,Tonga,2ème ligne,24 ans,Aurillac,https://www.allrugby.com/joueurs/mosa-ati-moala-9780.html
Vienne,Arrivées,Gautier LAVIE,France,Ouverture,19 ans,Agen,https://www.allrugby.com/joueurs/gautier-lavie-15454.html
Vienne,Arrivées,Arthur NENNIG,France,Ailier,25 ans,Chambéry,https://www.allrugby.com/joueurs/arthur-nennig-11597.html
Vienne,Arrivées,Lilian PICHON,France,Ailier,24 ans,Carcassonne,https://www.allrugby.com/joueurs/lilian-pichon-14798.html
Vienne,Arrivées,Alexis BOUTON,France,Ailier,21 ans,Nice,https://www.allrugby.com/joueurs/alexis-bouton-18246.html
Vienne,Arrivées,Benjamin DEBETZ,France,Arrière,25 ans,Rouen,https://www.allrugby.com/joueurs/benjamin-debetz-8240.html
Vienne,Arrivées,Chuck ODUM,Nigéria,Pilier,20 ans,Valence Romans,https://www.allrugby.com/joueurs/chuck-odum-17891.html
Vienne,Arrivées,Ronald SHARMA,Fidji,3ème ligne,22 ans,Perpignan,https://www.allrugby.com/joueurs/ronald-sharma-16875.html
Vienne,Arrivées,Gabin CAME,France,Mêlée,21 ans,Montpellier,https://www.allrugby.com/joueurs/gabin-came-17830.html
Vienne,Arrivées,Liam DUNCAN,Belgique,Ouverture,21 ans,Niort,https://www.allrugby.com/joueurs/liam-duncan-21574.html
Vienne,Arrivées,Hugo RAUCAZ,France,Ouverture,20 ans,Béziers,https://www.allrugby.com/joueurs/hugo-raucaz-18217.html
Vienne,Arrivées,Aubin HÉRARD,France,Ouverture,19 ans,Lyon,https://www.allrugby.com/joueurs/aubin-herard-23135.html
Vienne,Arrivées,Mattéo CECCARELLI,France,Centre,21 ans,Aix,https://www.allrugby.com/joueurs/matteo-ceccarelli-18182.html
Vienne,Départs,Guram KAVTIDZE,Géorgie,Pilier,39 ans,Beaurepaire,https://www.allrugby.com/joueurs/guram-kavtidze-1438.html
Vienne,Départs,Hippolyte MASSA,France,Ailier,25 ans,Saint-Jean-en-Royans,https://www.allrugby.com/joueurs/hippolyte-massa-13794.html
Vienne,Départs,Antton DUCOURNAU,France,Ailier,24 ans,Rumilly,https://www.allrugby.com/joueurs/antton-ducournau-14247.html
Vienne,Départs,Yoan VINAS,France,Arrière,22 ans,Céret,https://www.allrugby.com/joueurs/yoan-vinas-16406.html
Vienne,Départs,Kamel MAHFOUDHI,France,Pilier,23 ans,Tricastin,https://www.allrugby.com/joueurs/kamel-mahfoudhi-23293.html
Vienne,Départs,Stanislas PORA,France,Pilier,23 ans,N/A,https://www.allrugby.com/joueurs/stanislas-pora-20936.html
Vienne,Départs,Alexandre TRAYNARD,France,Pilier,22 ans,N/A,https://www.allrugby.com/joueurs/alexandre-traynard-20573.html
Vienne,Départs,Léo BOULLIER,France,Talonneur,21 ans,Genève (SUI),https://www.allrugby.com/joueurs/leo-boullier-16293.html
Vienne,Départs,Yavi LAURENT,France,3ème ligne,22 ans,Rugby Saint-Jeannais,https://www.allrugby.com/joueurs/yavi-laurent-20712.html
Vienne,Départs,Baptiste BERTHIER,France,Ouverture,23 ans,Rugby Saint-Jeannais,https://www.allrugby.com/joueurs/baptiste-berthier-17599.html
Vienne,Départs,Clément GARNIER,France,Ouverture,22 ans,Rumilly,https://www.allrugby.com/joueurs/clement-garnier-17468.html
Vienne,Départs,Mathys PASTOR,France,Ouverture,20 ans,Rugby Saint-Jeannais,https://www.allrugby.com/joueurs/mathys-pastor-20574.html
Vienne,Départs,Lucas SOUQUIÈRES,France,Centre,22 ans,Nuits-Saint-Georges,https://www.allrugby.com/joueurs/lucas-souquieres-20828.html
Vienne,Départs,Jules TINEL,France,Ailier,21 ans,Andrézieux-Bouthéon,https://www.allrugby.com/joueurs/jules-tinel-18060.html
Vienne,Prolongations,Benjamin ROBIN,France,Pilier,31 ans,2027,https://www.allrugby.com/joueurs/benjamin-robin-4682.html
Vienne,Prolongations,Florent DALMASSO,France,Pilier,29 ans,2027,https://www.allrugby.com/joueurs/florent-dalmasso-8350.html
Vienne,Prolongations,Louan CAPUANO,France,Pilier,25 ans,2028,https://www.allrugby.com/joueurs/louan-capuano-14074.html
Vienne,Prolongations,Thomas LITHAUD,France,Pilier,25 ans,2027 + 1 an en option,https://www.allrugby.com/joueurs/thomas-lithaud-10750.html
Vienne,Prolongations,Florian MAFFRE,France,Pilier,22 ans,2027,https://www.allrugby.com/joueurs/florian-maffre-14325.html
Vienne,Prolongations,Roydon SWIFT,Afrique du sud,Pilier,22 ans,2027,https://www.allrugby.com/joueurs/roydon-swift-15269.html
Vienne,Prolongations,Pierre BOURQUIN,France,Talonneur,28 ans,2028,https://www.allrugby.com/joueurs/pierre-bourquin-13875.html
Vienne,Prolongations,Étienne NARMAND,France,Talonneur,24 ans,2027,https://www.allrugby.com/joueurs/etienne-narmand-14187.html
Vienne,Prolongations,Alex BONNARD,France,Talonneur,22 ans,2027,https://www.allrugby.com/joueurs/alex-bonnard-12179.html
Vienne,Prolongations,Ciaran O'FLYNN,France,2ème ligne,30 ans,2027,https://www.allrugby.com/joueurs/ciaran-o-flynn-4623.html
Vienne,Prolongations,Lui OKEAMOA-LUAMANU,Samoa,2ème ligne,29 ans,2028,https://www.allrugby.com/joueurs/lui-okeamoa-luamanu-10361.html
Vienne,Prolongations,Semi RAMACAKE,Fidji,2ème ligne,23 ans,2027,https://www.allrugby.com/joueurs/semi-ramacake-14218.html
Vienne,Prolongations,Théo MINODIER,France,3ème ligne,31 ans,2027,https://www.allrugby.com/joueurs/theo-minodier-16788.html
Vienne,Prolongations,Pierre CHAPELLE,France,3ème ligne,30 ans,2027,https://www.allrugby.com/joueurs/pierre-chapelle-13962.html
Vienne,Prolongations,Bynjamin RABATEL,France,3ème ligne,28 ans,2027,https://www.allrugby.com/joueurs/bynjamin-rabatel-7677.html
Vienne,Prolongations,Léon PEYRAT,France,3ème ligne,26 ans,2027,https://www.allrugby.com/joueurs/leon-peyrat-10067.html
Vienne,Prolongations,Joaquim SELMA,France,3ème ligne,24 ans,2028,https://www.allrugby.com/joueurs/joaquim-selma-10917.html
Vienne,Prolongations,Mathis ARNAL,France,3ème ligne,23 ans,2027,https://www.allrugby.com/joueurs/mathis-arnal-16845.html
Vienne,Prolongations,Thomas LACROIX,France,Mêlée,29 ans,2027,https://www.allrugby.com/joueurs/thomas-lacroix-8232.html
Vienne,Prolongations,Hugo DESCHAUX,France,Mêlée,26 ans,2027,https://www.allrugby.com/joueurs/hugo-deschaux-10270.html
Vienne,Prolongations,Clément DOUCET,France,Ouverture,25 ans,2027 + 1 an en option,https://www.allrugby.com/joueurs/clement-doucet-11777.html
Vienne,Prolongations,Romain LEVÊQUE,France,Centre,34 ans,2027,https://www.allrugby.com/joueurs/romain-leveque-2185.html
Vienne,Prolongations,Matthias GIOVALE,France,Centre,27 ans,2028,https://www.allrugby.com/joueurs/matthias-giovale-8587.html
Vienne,Prolongations,Loris PRIN,France,Centre,23 ans,2028,https://www.allrugby.com/joueurs/loris-prin-14102.html
Vienne,Prolongations,Antoine GRANGE,France,Ailier,31 ans,2027,https://www.allrugby.com/joueurs/antoine-grange-6998.html
